"F1","F2","F3","F4","F5","B1","B2","F6","F7","L"
"26.48","840","551780","7","08","1","1","127","-31","0"
"21.30","840","052173","6","04","1","1","131","2","0"
"52.95","840","551780","7","13","1","1","129","5","0"
"12.30","36","292516","6","21","0","1","66","43","0"
"23.30","840","051084","4","21","0","0","","","0"
"26.48","840","052486","2","11","1","1","123","-28","0"
"25.00","840","148195","7","20","1","1","132","4","0"
"21.18","840","767559","6","22","1","1","129","-15","0"
"31.89","840","105845","4","06","0","0","135","14","0"
"105.90","840","241854","5","01","1","1","123","7","0"
"26.48","840","551780","3","00","1","1","115","9","0"
"52.95","840","241854","6","02","1","1","132","14","0"
"1000.00","840","466045","5","17","1","1","115","9","0"
"21.18","840","141354","1","05","1","1","128","-7","0"
"50.00","840","551780","4","09","1","1","122","-21","0"
"15.38","124","565457","7","20","1","1","132","11","0"
"37.07","840","115355","3","20","1","1","131","2","0"
"25.12","840","551780","5","13","1","1","132","19","0"
"105.90","840","055131","1","09","1","1","134","1","0"
"2.45","76","515305","3","01","1","1","66","43","0"
"38.12","840","241854","3","21","1","1","128","-7","0"
"153.85","124","054344","4","04","1","1","133","10","0"
"63.54","840","492854","7","04","1","1","133","12","0"
"105.90","840","053126","2","02","1","1","117","7","0"
"243.57","840","377514","4","01","1","1","128","-7","0"
"25.12","840","926352","3","06","1","1","116","8","0"
"1059.00","840","212545","1","04","1","1","123","-28","0"
"26.48","840","551780","4","07","1","1","125","11","0"
"16.13","840","165413","6","04","1","1","128","-7","0"
"106.58","840","536945","5","21","1","1","124","5","0"
"50.00","840","051223","7","21","1","1","120","8","0"
"26.48","840","053126","6","03","1","1","115","9","0"
"26.48","840","551780","5","18","1","1","128","-7","0"
"21.12","840","552751","6","02","1","1","123","-8","0"
"1059.00","840","811855","7","03","1","1","128","-7","0"
"42.36","840","107512","2","06","1","1","127","-32","0"
"26.48","840","927544","1","23","1","1","151","-60","0"
"40.24","840","053126","4","12","1","1","128","-7","0"
"52.95","840","992512","2","05","1","1","130","16","0"
"26.60","840","551780","7","07","1","1","127","-31","0"
"105.90","840","551080","2","10","1","1","128","-7","0"
"26.48","840","551754","5","02","1","1","129","7","0"
"21.18","840","551080","6","22","1","1","122","-7","0"
"212.48","840","551780","5","02","1","1","128","-7","0"
"106.58","840","551780","7","03","1","1","131","2","0"
"26.48","840","465175","6","08","1","1","133","-16","0"
"42.36","840","765156","6","19","1","1","128","-7","0"
"33.89","840","243355","3","01","1","1","131","19","0"
"317.70","840","322552","1","07","1","1","117","7","0"
"42.36","840","241854","3","08","1","1","124","-29","0"
"230.77","804","865162","5","20","0","1","143","-24","0"
"12.33","76","165350","7","03","1","1","77","48","0"
"26.48","840","653354","2","04","1","1","122","-1","0"
"52.95","840","262195","4","07","1","1","128","-7","0"
"52.95","840","051780","6","18","1","1","128","-7","0"
"15.53","840","165413","1","22","1","1","128","-7","0"
"25.12","840","552751","6","06","1","1","123","-8","0"
"50.00","840","551780","4","20","1","1","131","17","0"
"21.18","840","551780","1","00","1","1","128","-7","0"
"26.60","840","115378","7","04","1","1","131","2","0"
"25.00","840","815855","7","21","1","1","129","14","0"
"127.76","840","551080","5","20","1","1","137","-32","1"
"100.00","840","554664","2","22","1","1","118","8","0"
"21.18","840","076851","3","05","1","1","127","-32","0"
"24.67","840","551116","5","23","1","1","128","-7","0"
"133.06","840","815184","6","20","1","1","128","-7","0"
"212.48","840","551780","4","00","1","1","128","-7","0"
"30.12","840","465175","5","03","1","1","128","-7","0"
"42.48","840","865524","6","07","1","1","122","-19","0"
"31.77","840","554664","2","04","0","0","109","-10","0"
"52.95","840","567851","5","20","1","1","133","0","0"
"23.48","840","165413","5","23","1","1","128","-7","0"
"26.60","840","377514","7","23","1","1","128","-7","0"
"500.00","840","243355","4","05","1","1","128","-7","0"
"500.00","840","765156","5","19","1","1","128","-7","0"
"3.58","76","315447","6","16","1","1","66","43","0"
"300.00","840","215140","4","19","1","1","123","-28","0"
"105.90","840","051084","4","04","1","1","128","-7","0"
"47.92","840","165466","7","04","1","1","128","-7","0"
"2.94","616","377545","5","05","0","1","66","43","0"
"35.00","840","551780","1","23","1","1","131","9","0"
"150.00","840","551780","4","02","1","1","128","-7","0"
"106.58","840","241854","1","00","1","1","128","-7","0"
"26.60","840","522527","6","02","1","1","128","-7","0"
"42.36","840","403245","4","01","1","1","128","-7","0"
"50.00","840","554664","3","13","1","1","117","8","0"
"26.60","840","915129","3","09","1","1","128","-7","0"
"795.78","840","415189","2","18","1","1","128","-7","0"
"91.07","840","053126","1","03","1","1","116","9","0"
"62.73","840","927544","6","03","1","1","128","-7","0"
"212.48","840","465175","7","02","1","1","128","-7","0"
"105.90","840","054803","4","23","1","1","127","-32","0"
"106.58","840","241854","7","04","1","1","124","-29","0"
"25.12","840","236945","4","05","1","1","119","-5","0"
"100.00","840","551058","6","17","1","1","138","-20","0"
"26.48","840","551780","6","19","1","1","123","10","0"
"100.54","840","054917","6","08","1","1","132","6","0"
"21.30","840","165275","6","17","1","1","128","-7","0"
"16.34","840","165413","5","22","1","1","123","-28","0"
"53.16","840","507513","7","02","1","1","128","-7","0"
"150.00","840","552751","6","23","1","1","119","-9","0"
"529.50","840","241854","7","03","1","1","130","16","0"
"25.00","840","927544","4","21","1","1","128","-7","0"
"21.30","840","465509","7","01","1","1","128","-7","0"
"52.95","840","165146","1","04","1","1","125","-3","0"
"26.60","840","465175","7","00","1","1","128","-7","0"
"50.12","840","432542","6","06","1","1","131","8","0"
"212.48","840","165466","6","20","1","1","128","-7","0"
"12.16","76","158945","6","04","1","1","59","38","0"
"52.95","840","275195","2","22","1","1","128","-7","0"
"47.66","840","243355","1","02","1","1","118","8","0"
"30.12","840","552751","2","10","1","1","121","-4","0"
"52.95","840","572517","3","23","1","1","127","-33","0"
"25.00","840","053126","3","19","1","1","128","-7","0"
"26.60","840","551780","5","06","1","1","128","-7","0"
"1001.53","840","551780","5","22","1","1","123","-28","0"
"53.16","840","551780","7","06","1","1","124","-29","0"
"50.00","840","241854","2","13","1","1","128","4","0"
"26.48","840","492854","1","21","1","1","132","11","0"
"31.89","840","555761","7","05","1","1","134","-4","0"
"21.18","840","172795","5","04","1","1","120","-6","0"
"76.92","124","055249","7","04","1","1","139","-34","0"
"21.18","840","522527","6","04","1","1","127","-33","0"
"53.16","840","726855","4","17","1","1","128","-7","0"
"52.95","840","312595","3","04","1","1","128","-7","0"
"21.30","840","444854","5","03","1","1","137","-33","0"
"105.90","840","432543","5","12","1","1","128","-7","1"
"79.97","840","125853","3","03","1","1","128","-7","0"
"317.70","840","815855","1","19","1","1","130","9","0"
"26.48","840","551780","2","05","1","1","128","-7","0"
"22.39","124","054159","3","03","1","1","139","-10","0"
"50.00","840","241854","6","08","1","1","128","-7","1"
"39.18","840","815855","5","11","1","1","128","-7","0"
"26.48","840","362245","5","21","1","1","129","12","0"
"26.60","840","551780","7","03","1","1","130","16","0"
"50.12","840","054917","6","03","1","1","132","6","0"
"47.78","840","551780","7","00","1","1","128","-7","0"
"1006.05","840","865524","7","07","1","1","128","-7","0"
"16.75","752","615226","5","05","0","0","149","100","0"
"25.00","840","107512","3","11","1","1","128","-3","0"
"26.48","840","241854","6","18","1","1","134","-4","0"
"26.48","840","403245","6","20","1","1","128","-33","0"
"52.95","840","997521","5","08","1","1","132","15","0"
"200.68","840","065121","7","03","1","1","137","-33","0"
"600.00","840","478545","2","19","1","1","127","-33","0"
"100.54","840","551564","6","21","1","1","122","3","0"
"26.48","840","572517","4","02","1","1","128","-7","0"
"21.18","840","142045","7","11","1","1","128","-7","0"
"31.77","840","551780","3","06","1","1","122","-1","0"
"43.42","840","243355","5","13","1","1","122","-7","0"
"212.48","840","141354","6","07","1","1","131","6","0"
"105.90","840","053961","3","04","1","1","132","18","0"
"31.77","840","903354","4","17","1","1","128","-15","0"
"50.12","840","531354","6","05","1","1","124","-31","0"
"26.48","840","432542","7","03","1","1","130","7","0"
"211.80","840","551780","2","23","1","1","126","7","0"
"53.16","840","054654","5","04","1","1","128","-7","0"
"100.54","840","379295","3","13","1","1","123","-6","0"
"42.36","840","377514","6","06","1","1","134","15","0"
"52.95","840","551080","6","19","1","1","128","-7","0"
"52.95","840","241854","6","23","1","1","128","-7","0"
"12.45","840","241854","3","09","1","1","124","-29","0"
"26.48","840","107512","2","21","1","1","128","-3","0"
"530.47","840","663854","4","15","1","1","116","9","0"
"212.48","840","241854","3","06","1","1","134","-4","0"
"149.25","124","054159","6","00","1","1","133","10","0"
"26.48","840","278745","2","10","1","1","117","9","0"
"133.43","840","110853","5","16","1","1","128","-7","0"
"68.84","840","153345","1","02","1","1","111","-68","0"
"211.80","840","243355","2","19","1","1","132","18","0"
"200.68","840","165466","7","22","1","1","130","3","0"
"26.60","840","051780","2","02","1","1","118","8","0"
"106.58","840","551780","2","20","1","1","131","17","0"
"25.00","840","051404","7","17","1","1","128","-7","0"
"31.77","840","815855","3","22","1","1","123","-28","0"
"26.48","840","965461","6","08","1","1","128","-7","0"
"22.24","840","065311","4","12","1","1","127","-33","0"
"26.48","840","622352","6","13","1","1","124","-28","0"
"74.63","124","565457","6","02","1","1","133","10","0"
"21.30","840","054654","6","16","1","1","128","-7","0"
"100.54","840","555079","6","20","1","1","129","14","0"
"3.54","276","215234","3","10","0","1","66","43","0"
"79.43","840","551780","3","20","1","1","128","-7","0"
"26.48","840","552751","3","23","1","1","129","-15","0"
"212.48","840","865524","6","03","1","1","135","-33","0"
"26.48","840","170353","5","04","1","1","122","-27","0"
"265.43","840","551780","6","07","1","1","119","-9","0"
"26.48","840","815536","6","07","1","1","117","7","0"
"140.00","840","551780","6","19","1","1","128","-7","0"
"26.48","840","299351","5","19","1","1","132","18","0"
"105.90","840","243355","6","05","1","1","132","18","0"
"5.99","616","377545","6","21","0","1","66","43","0"
"21.18","840","377514","4","07","1","1","128","-7","0"
"211.80","840","072528","6","23","1","1","122","-14","0"
"50.00","840","551080","4","01","1","1","128","-7","0"
"26.60","840","736852","6","19","1","1","128","-7","0"
"211.80","840","241854","5","07","1","1","124","-29","0"
"52.95","840","403245","6","21","1","1","123","-29","0"
"15.75","840","551780","5","13","1","1","132","0","0"
"1482.60","840","915595","7","03","1","1","132","6","0"
"159.53","840","257531","6","20","1","1","132","11","0"
"2.89","380","502095","3","05","0","1","80","53","0"
"50.00","840","765218","5","18","1","1","128","-7","0"
"53.16","840","172795","4","18","1","1","128","-7","0"
"21.18","840","992512","4","08","1","1","128","-7","0"
"21.18","840","051223","1","03","1","1","122","-7","0"
"26.60","840","551780","7","00","1","1","135","-4","0"
"52.95","840","424095","5","07","1","1","124","-29","0"
"49.77","840","621354","1","03","1","1","123","-28","0"
"37.07","840","054654","7","06","1","1","128","-7","0"
"25.00","840","554038","4","04","1","1","123","-28","0"
"132.38","840","736852","7","17","1","1","128","-7","0"
"24.64","76","489845","6","18","1","1","59","38","0"
"75.00","840","462495","3","00","1","1","125","-11","0"
"530.47","840","133352","2","05","1","1","120","4","0"
"26.48","840","054654","7","23","1","1","128","-7","0"
"26.48","840","551780","6","08","1","1","128","-7","0"
"158.85","840","621354","1","00","1","1","128","-7","0"
"25.12","840","051223","5","06","1","1","129","6","0"
"53.16","840","054663","6","22","1","1","126","-32","0"
"106.58","840","211345","7","01","1","1","125","4","0"
"150.00","840","551780","1","01","1","1","128","-7","0"
"50.00","840","053126","5","20","1","1","128","-7","0"
"26.60","840","215576","3","23","1","1","117","7","0"
"26.48","840","052187","6","12","1","1","137","-33","0"
"26.48","840","445445","1","07","1","1","130","-16","0"
"21.18","840","312595","6","09","1","1","126","2","0"
"530.47","840","051223","3","08","1","1","128","-7","0"
"52.95","840","282517","1","03","1","1","128","-7","0"
"150.00","840","551780","6","01","1","1","128","-7","0"
"212.48","840","237515","2","17","1","1","128","-7","0"
"52.95","840","551780","4","19","1","1","128","-7","0"
"50.12","840","551780","2","04","1","1","128","-7","0"
"100.00","840","241854","2","15","1","1","125","7","0"
"58.46","840","241854","5","23","1","1","122","-17","0"
"105.90","840","147595","7","20","1","1","120","-2","0"
"25.00","840","415115","2","03","1","1","131","8","0"
"26.48","840","751852","4","23","1","1","128","-7","0"
"25.12","840","241854","2","06","1","1","126","9","0"
"105.90","840","551780","2","14","1","1","129","13","0"
"26.60","840","551780","7","00","1","1","128","-7","0"
"50.00","840","241854","7","06","1","1","122","-7","0"
"76.92","124","054159","7","19","1","1","139","-33","0"
"26.60","840","165146","6","19","1","1","128","-7","0"
"21.18","724","548695","3","08","0","1","128","-32","0"
"26.60","840","215275","4","20","1","1","128","-7","0"
"21.18","840","107745","5","21","1","1","128","-7","0"
"25.00","840","492854","6","21","1","1","130","6","0"
"37.07","840","432542","4","05","1","1","128","-7","0"
"158.85","840","551780","7","19","1","1","130","13","0"
"31.77","840","551080","4","17","1","1","119","-6","0"
"2.36","276","215234","4","21","0","1","66","43","0"
"21.18","840","053126","6","03","1","1","128","-33","0"
"15.84","840","165413","3","06","1","1","129","14","0"
"106.58","840","551780","3","20","1","1","128","-7","0"
"158.85","840","241854","5","05","1","1","128","4","0"
"26.48","840","552872","4","17","1","1","128","-7","0"
"105.90","840","241854","2","02","1","1","128","-7","0"
"14.89","840","165413","2","01","1","1","123","2","0"
"26.60","840","621354","4","23","1","1","123","-28","0"
"21.18","840","815536","6","07","1","1","128","-7","0"
"25.00","840","551080","2","23","1","1","123","-29","0"
"100.00","840","554038","5","20","1","1","128","-7","0"
"26.48","840","241854","3","06","1","1","128","-7","0"
"26.48","840","621354","2","04","1","1","128","-7","0"
"26.48","840","332521","4","18","1","1","124","12","0"
"26.48","840","312595","4","15","1","1","128","-7","0"
"53.16","840","178355","6","19","1","1","122","-3","0"
"52.95","840","551754","4","16","1","1","128","-7","0"
"16.21","840","165413","7","20","1","1","123","2","0"
"63.54","840","927544","4","03","1","1","132","16","0"
"5.93","76","628351","3","23","1","1","77","51","0"
"52.95","840","241854","1","02","1","1","123","7","0"
"26.48","840","277510","7","20","1","1","132","6","0"
"47.66","840","551780","5","19","1","1","128","-7","0"
"200.68","840","290995","1","10","1","1","123","5","0"
"106.58","840","865524","4","07","1","1","130","10","0"
"21.18","840","227526","7","01","1","1","128","-7","0"
"26.48","840","241854","7","18","1","1","122","-7","0"
"52.95","840","243355","6","17","1","1","132","18","0"
"15.75","840","243355","3","23","1","1","128","-7","0"
"52.95","840","215523","7","08","1","1","122","-8","0"
"53.16","840","315174","1","03","1","1","124","-28","0"
"25.00","840","051780","6","01","1","1","131","2","0"
"250.00","840","466045","6","20","1","1","128","-7","0"
"21.18","840","051780","5","15","1","1","128","-1","0"
"1059.00","840","243355","7","18","1","1","124","-30","0"
"847.20","840","663854","7","10","1","1","125","9","0"
"26.48","840","551780","5","23","1","1","131","7","0"
"26.48","840","421795","7","06","1","1","132","6","0"
"200.00","840","243645","7","21","1","1","132","18","0"
"52.95","840","052187","7","19","1","1","128","4","0"
"26.60","840","054551","3","11","1","1","128","-7","0"
"52.95","840","551080","6","21","1","1","128","-7","0"
"100.54","840","572517","2","01","1","1","128","-7","0"
"26.60","840","053474","4","17","1","1","128","-7","0"
"26.60","840","162895","6","01","1","1","122","-7","0"
"53.16","840","054654","7","23","1","1","130","10","0"
"170.12","840","551780","6","07","1","1","128","-7","0"
"4.88","76","489845","3","22","1","1","66","43","0"
"26.48","840","055368","1","16","1","1","131","8","0"
"21.18","840","065517","6","18","1","1","128","-7","0"
"211.80","840","165466","4","23","1","1","130","16","0"
"26.48","840","054654","3","08","1","1","123","5","0"
"2.93","276","215234","4","04","0","1","83","50","0"
"25.00","840","432542","6","06","1","1","128","-7","0"
"85.26","840","396855","5","07","1","1","132","18","0"
"211.80","840","559351","1","10","1","1","122","-8","0"
"21.18","840","215576","2","01","1","1","123","5","0"
"26.48","840","241854","5","02","1","1","128","-7","0"
"52.95","840","927544","1","09","1","1","132","13","0"
"20.12","840","051223","2","20","1","1","124","-28","0"
"21.30","840","551780","5","05","1","1","115","9","0"
"93.28","124","565457","3","13","1","1","139","-33","0"
"329.10","840","554664","3","03","1","1","128","-7","0"
"20.12","840","065311","4","06","1","1","123","-23","0"
"53.16","840","551780","3","01","1","1","123","-29","0"
"24.96","840","165413","5","19","1","1","132","6","0"
"66.93","840","282853","6","01","1","1","128","-7","0"
"2.41","76","054282","4","00","1","1","66","43","0"
"18.95","840","165413","1","21","1","1","126","13","0"
"317.70","840","147595","4","05","1","1","128","-7","0"
"26.48","840","365496","6","22","1","1","133","13","0"
"24.51","840","165413","6","23","1","1","134","16","0"
"200.68","840","663354","7","02","1","1","130","10","0"
"33.12","840","215140","4","07","1","1","125","4","0"
"105.90","840","551780","1","10","1","1","133","2","0"
"23.42","840","416351","6","04","1","1","134","16","0"
"211.80","276","222523","6","10","0","1","124","-29","0"
"24.19","840","165413","6","22","1","1","138","-14","0"
"26.48","840","538945","3","18","1","1","126","-6","0"
"53.16","840","241854","1","00","1","1","128","-7","0"
"25.00","840","172795","2","21","1","1","128","-7","0"
"26.60","840","054654","4","16","1","1","128","-7","0"
"53.16","840","715112","7","04","1","1","128","-7","0"
"26.48","840","551780","3","20","1","1","128","12","0"
"264.75","840","621354","7","10","1","1","128","-7","0"
"18.74","840","165413","2","14","1","1","126","13","0"
"17.92","840","165413","4","03","0","0","127","88","0"
"21.18","840","621354","6","16","1","1","128","-7","0"
"21.30","840","815514","7","05","1","1","131","13","0"
"20.00","840","595854","7","01","1","1","128","-7","0"
"30.00","840","054654","5","02","1","1","128","-7","0"
"105.90","840","403852","6","20","1","1","131","19","0"
"53.16","840","551780","3","23","1","1","127","-33","0"
"26.48","840","054654","6","21","1","1","122","7","0"
"384.62","124","055249","5","05","1","1","133","10","0"
"21.18","840","551780","2","01","1","1","128","4","0"
"50.00","422","554632","5","20","0","1","133","-2","0"
"63.54","840","815855","6","03","1","1","128","-7","0"
"26.48","840","227526","5","16","1","1","128","-7","0"
"325.00","840","551780","1","01","1","1","128","-7","0"
"530.47","840","663854","7","08","1","1","116","9","0"
"212.48","840","243355","1","07","1","1","128","-7","0"
"26.60","840","551780","7","23","1","1","124","-21","0"
"26.48","840","551080","7","06","1","1","128","-7","0"
"127.08","840","551780","1","19","1","1","127","8","0"
"21.18","840","051404","4","03","1","1","128","-7","0"
"212.48","840","924353","7","20","1","1","137","-33","0"
"52.95","840","432542","7","03","1","1","126","5","0"
"50.12","840","257559","2","09","1","1","128","-7","0"
"37.07","840","051780","7","04","1","1","120","-6","0"
"50.00","840","551780","6","07","1","1","131","6","0"
"26.60","840","602544","7","01","1","1","128","-7","0"
"105.90","840","572517","1","22","1","1","128","-7","0"
"25.00","840","551080","7","04","1","1","128","-7","0"
"106.58","840","241854","2","08","1","1","128","-32","0"
"105.90","840","112549","7","20","1","1","128","-7","0"
"11.93","36","292516","6","13","0","1","86","48","0"
"105.90","840","587853","5","04","1","1","118","7","0"
"25.00","840","551080","2","06","1","1","128","-7","0"
"20.00","840","615113","4","22","1","1","128","-7","0"
"50.12","840","053126","6","23","1","1","120","2","0"
"26.48","840","377514","5","08","1","1","127","2","0"
"21.30","840","054654","6","22","1","1","129","-3","0"
"58.25","840","053126","3","06","1","1","114","8","0"
"318.51","840","551780","7","02","1","1","128","4","0"
"25.00","840","164395","1","23","1","1","136","-9","0"
"21.30","840","432542","6","06","1","1","129","5","0"
"52.95","840","551780","4","08","1","1","128","-7","0"
"500.00","840","474645","7","01","1","1","129","-15","0"
"21.18","840","054200","2","01","1","1","120","1","0"
"41.00","840","144295","3","23","1","1","121","7","0"
"48.71","840","815855","4","13","1","1","117","7","0"
"26.48","840","172795","3","09","1","1","122","-7","0"
"26.48","840","054336","7","19","1","1","128","-7","0"
"140.00","840","551780","5","23","1","1","110","-67","0"
"53.85","250","051362","4","21","0","1","139","-33","0"
"1270.80","840","887514","4","05","1","1","128","-7","0"
"26.60","840","621354","7","00","1","1","124","-29","0"
"25.12","840","715112","6","16","1","1","128","-7","0"
"384.62","124","055249","5","21","1","1","133","10","0"
"26.48","840","421795","4","06","1","1","133","0","0"
"105.90","840","147595","6","18","1","1","130","16","0"
"4.52","616","377545","7","03","0","1","66","43","0"
"25.00","840","243355","2","18","1","1","128","-5","0"
"25.12","840","215576","1","04","1","1","121","5","0"
"26.48","840","552751","5","17","1","1","122","-7","0"
"26.60","840","282853","7","20","1","1","128","-7","0"
"20.00","840","054551","5","23","1","1","122","-1","0"
"500.81","840","165466","5","20","1","1","128","-7","0"
"56.34","840","653354","7","17","1","1","128","-7","0"
"7.38","76","315447","6","20","0","0","","","0"
"105.90","840","551780","1","04","1","1","125","0","0"
"21.18","840","551780","4","03","1","1","125","0","0"
"105.90","840","257551","2","19","1","1","133","19","0"
"212.48","840","241854","5","02","1","1","122","7","0"
"50.00","840","551080","5","17","1","1","128","-7","1"
"23.30","76","657512","3","08","0","1","126","-26","0"
"318.51","840","552751","2","02","1","1","119","-5","0"
"423.60","840","147595","4","07","1","1","119","-1","0"
"211.80","840","551080","1","17","1","1","128","12","0"
"106.58","840","051223","6","20","1","1","133","0","0"
"84.72","840","551780","6","20","1","1","128","-7","0"
"21.18","840","053126","4","17","1","1","128","-7","0"
"26.60","840","465175","1","03","1","1","131","7","0"
"53.16","840","432542","3","03","1","1","124","-3","0"
"1059.00","840","554650","1","02","1","1","132","1","0"
"42.36","840","595854","5","01","1","1","131","1","0"
"106.58","840","241854","7","01","1","1","130","9","0"
"52.95","840","243355","2","21","1","1","124","-28","0"
"20.00","840","432542","6","10","1","1","130","5","0"
"26.48","840","052752","2","23","1","1","130","1","0"
"21.18","840","055943","5","01","1","1","120","1","0"
"5.89","76","315447","4","22","1","1","66","43","0"
"26.48","840","115516","4","03","1","1","128","-7","0"
"158.85","840","215140","6","23","1","1","128","-7","0"
"26.60","840","551780","2","06","1","1","128","-7","0"
"53.16","840","736852","4","08","1","1","128","-7","0"
"26.60","840","257531","7","07","1","1","125","11","0"
"300.00","840","147595","7","22","1","1","130","15","0"
"37.07","840","257515","5","00","1","1","128","-7","0"
"22.24","840","821351","5","13","1","1","151","-59","0"
"52.95","840","927544","3","04","1","1","130","16","0"
"158.85","840","262195","3","19","1","1","128","12","0"
"21.30","840","377514","6","07","1","1","126","-31","0"
"9.06","32","572527","6","16","1","1","59","31","0"
"106.58","840","241854","2","05","1","1","128","-7","0"
"31.77","840","551780","1","22","1","1","128","-7","0"
"21.18","840","377514","2","07","1","1","134","-4","0"
"530.47","840","051223","1","04","1","1","124","5","0"
"106.58","840","551780","5","16","1","1","131","18","0"
"212.48","840","125853","5","11","1","1","123","8","0"
"26.60","840","053126","1","03","1","1","128","-7","0"
"50.12","840","172795","3","05","1","1","128","-7","0"
"50.00","840","054654","2","17","1","1","115","9","0"
"1059.00","840","551780","1","20","1","1","128","-7","0"
"37.07","840","551780","4","22","1","1","127","12","0"
"52.95","840","241854","2","16","1","1","128","-7","0"
"16.75","840","865117","6","18","1","1","125","11","0"
"22.00","840","815855","3","22","1","1","124","-29","0"
"18.66","124","608853","5","03","1","1","138","0","0"
"26.48","724","547095","7","21","0","1","128","-7","0"
"212.48","840","551780","6","22","1","1","131","2","0"
"26.48","840","432542","4","05","1","1","128","-7","0"
"26.48","840","551780","5","03","1","1","131","1","0"
"25.00","840","002551","3","23","0","0","135","14","0"
"50.00","840","551780","2","19","1","1","132","19","0"
"21.18","840","554038","2","06","1","1","124","-29","0"
"21.18","840","415152","1","17","1","1","123","-7","0"
"42.36","840","595854","3","06","1","1","128","-7","0"
"23.08","124","457495","6","20","1","1","135","14","0"
"53.16","840","551780","7","17","1","1","118","8","0"
"52.95","840","551780","7","00","1","1","128","-7","0"
"26.48","840","765156","7","20","1","1","128","-7","0"
"25.12","840","551780","4","10","1","1","129","7","0"
"200.00","840","107529","4","21","1","1","118","8","0"
"26.48","840","418354","7","20","1","1","133","-34","0"
"21.30","840","551080","5","02","1","1","131","17","0"
"52.95","840","551780","2","03","1","1","117","9","0"
"153.85","840","288851","6","03","0","1","142","-17","0"
"26.48","840","418354","3","23","1","1","128","-7","0"
"21.18","840","552751","6","19","1","1","121","-8","0"
"42.36","840","551780","7","18","1","1","128","-7","0"
"106.58","840","432542","6","03","1","1","128","-7","0"
"21.18","840","551080","1","01","1","1","132","6","0"
"105.90","840","315524","6","04","1","1","128","-7","0"
"38.12","840","465175","3","01","1","1","132","4","0"
"106.58","840","165146","1","20","1","1","128","-7","0"
"423.60","840","987512","6","08","1","1","128","-7","0"
"26.60","840","265287","1","17","1","1","128","-7","0"
"48.83","840","053474","4","21","1","1","131","7","0"
"53.16","840","551780","7","03","1","1","128","-7","0"
"25.42","840","054551","3","02","1","1","128","-7","0"
"115.38","124","565457","6","23","1","1","139","-26","0"
"52.95","840","551780","6","18","1","1","128","-7","0"
"25.00","840","653354","7","02","1","1","128","-7","0"
"105.90","840","147595","1","01","1","1","128","-7","0"
"20.00","840","292551","7","04","1","1","131","5","0"
"37.07","840","165466","2","19","1","1","128","-7","0"
"31.77","840","243355","6","15","1","1","132","19","0"
"1059.00","840","865524","3","05","1","1","118","8","0"
"100.00","840","241854","4","05","1","1","128","-7","0"
"18.27","840","165413","2","06","1","1","125","0","0"
"80.48","840","602520","2","19","1","1","130","16","0"
"21.18","840","053474","3","15","1","1","128","-7","0"
"3.60","276","215234","7","00","0","1","66","43","0"
"21.18","840","555121","2","03","1","1","132","6","0"
"26.48","840","236945","3","02","1","1","128","-7","0"
"105.90","840","239355","3","17","1","1","125","11","0"
"26.48","840","551780","2","20","1","1","128","-7","0"
"25.12","840","051423","1","13","1","1","128","-7","0"
"105.90","840","555761","2","00","1","1","136","-5","0"
"52.95","840","432542","3","19","1","1","128","-7","0"
"25.00","840","415115","1","15","1","1","131","8","0"
"47.78","840","551780","4","21","1","1","128","-7","0"
"31.77","840","551780","2","23","1","1","128","-7","0"
"100.00","840","275195","6","02","1","1","128","-7","0"
"53.16","840","432542","7","04","1","1","128","4","0"
"26.60","840","432542","4","23","1","1","128","-7","0"
"52.95","840","415189","4","22","1","1","115","9","0"
"22.24","840","765156","2","10","1","1","128","-7","0"
"50.00","840","551780","6","22","1","1","128","-7","0"
"529.50","840","243355","5","17","1","1","132","18","1"
"26.48","840","551780","7","19","1","1","124","-28","0"
"158.85","840","927544","7","03","1","1","132","16","0"
"52.95","840","551780","6","04","1","1","119","-6","0"
"26.60","840","554031","1","05","1","1","128","-7","0"
"26.60","840","053126","5","03","1","1","128","-7","0"
"26.48","840","537445","6","23","1","1","128","-7","0"
"212.48","840","915595","2","18","1","1","128","-7","0"
"1000.00","840","555247","7","00","1","1","128","-32","0"
"95.54","840","551780","1","02","1","1","128","-7","0"
"26.48","840","552739","2","00","1","1","128","-7","0"
"15.13","840","165413","1","21","1","1","128","-7","0"
"31.77","840","445445","7","18","1","1","132","7","0"
"53.16","840","165146","3","04","1","1","128","-7","0"
"26.48","840","377514","6","06","1","1","128","-7","0"
"24.86","840","165413","1","21","1","1","130","14","0"
"52.95","840","241854","2","02","1","1","123","-28","0"
"6.09","276","215234","7","18","0","1","66","43","0"
"21.18","840","053126","7","01","1","1","117","7","0"
"2.66","616","377545","5","06","0","1","67","46","0"
"200.00","840","551995","3","04","1","1","122","10","0"
"317.70","840","551780","4","23","1","1","115","9","0"
"26.48","840","815855","6","14","1","1","128","-7","0"
"100.00","840","992512","7","20","1","1","132","17","0"
"26.48","840","551780","3","20","1","1","125","3","0"
"106.58","840","765156","7","22","1","1","128","-7","0"
"21.18","840","465175","3","02","1","1","130","9","0"
"34.47","840","165413","6","04","1","1","124","-29","0"
"31.89","840","243355","6","19","1","1","128","-7","0"
"25.00","840","595854","7","17","1","1","128","-7","0"
"21.18","840","552751","6","08","1","1","122","-7","0"
"50.00","840","051475","7","23","1","1","134","-4","0"
